question,retreived chunk,context,answer,source
What specific exclusion applies to the issuance of a good professional conduct certificate for health professionals?,"A professional license corresponding to the period of work experience A certificate of good professional conduct issued at the same place where the professional license was issued A valid passport Passport and family book for citizens The applicant’s birth certificate and the mother’s family book for children of female citizens For more information, refer to the Handbook of Unified Standards for Practitioners of Health Practitioners Licensing (PQR)",This service issues good professional conduct certificates to licensed health professionals in the UAE.,A good professional conduct certificate will not be issued to those who have only an initial license from the Ministry of Health and Prevention.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What exact documentation must be submitted if a health professional’s license has been canceled and they are applying for a good standing certificate?,"Documents Medical staff in the private sector: A copy of medical profession practice card (electronic license issued by MOHAP) A copy of a valid passport A copy of a valid passport An experience certificate issued from the private medical facility, approved by the medical director In case of license cancellation please attach the cancellation letter from MOHAP Medical staff in the government sector: A letter of experience from the Department of Human Resources - Ministry of Health and Prevention or Emirates Health",This service provides good standing certificates for health professionals who have held MOHAP licenses.,A license cancellation letter from MOHAP must be submitted when applying for a good standing certificate after license cancellation.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What exact documentation must be submitted if a health professional’s license has been canceled and they are applying for a good standing certificate?,"Documents Medical staff in the private sector: A copy of medical profession practice card (electronic license issued by MOHAP) A copy of a valid passport A copy of a valid passport An experience certificate issued from the private medical facility, approved by the medical director In case of license cancellation please attach the cancellation letter from MOHAP Medical staff in the government sector: A letter of experience from the Department of Human Resources - Ministry of Health and Prevention or Emirates Health",This service provides good standing certificates for health professionals who have held MOHAP licenses.,A license cancellation letter from MOHAP must be submitted when applying for a good standing certificate after license cancellation.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What exact documentation must be submitted if a health professional’s license has been canceled and they are applying for a good standing certificate?,"Issue a Good Standing Certificate for a Health Professional Start Service Bookmark service Service completion duration 3 working days View more Service fees Nursing professionals, medical professionals and d... Pharmacists and assistant pharmacists: AED 300 About the Service This service allows medical staff from public and private sectors to apply for certificate of good professional conduct Service Process 1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the required",This service provides good standing certificates for health professionals who have held MOHAP licenses.,A license cancellation letter from MOHAP must be submitted when applying for a good standing certificate after license cancellation.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What exact documentation must be submitted if a health professional’s license has been canceled and they are applying for a good standing certificate?,"Issue a Good Standing Certificate for a Health Professional Start Service Bookmark service Service completion duration 3 working days View more Service fees Nursing professionals, medical professionals and d... Pharmacists and assistant pharmacists: AED 300 About the Service This service allows medical staff from public and private sectors to apply for certificate of good professional conduct Service Process 1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the required",This service provides good standing certificates for health professionals who have held MOHAP licenses.,A license cancellation letter from MOHAP must be submitted when applying for a good standing certificate after license cancellation.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What exact documentation must be submitted if a health professional’s license has been canceled and they are applying for a good standing certificate?,"A professional license corresponding to the period of work experience A certificate of good professional conduct issued at the same place where the professional license was issued A valid passport Passport and family book for citizens The applicant’s birth certificate and the mother’s family book for children of female citizens For more information, refer to the Handbook of Unified Standards for Practitioners of Health Practitioners Licensing (PQR)",This service provides good standing certificates for health professionals who have held MOHAP licenses.,A license cancellation letter from MOHAP must be submitted when applying for a good standing certificate after license cancellation.,https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Rehabilitation Centers: Additional Specialty fees: AED 5,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Diagnostic Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3 specialties, plus","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"Specialty fees: AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,Diagnosis Center/Emergency Center: AED 6000 Multi-Specialty Clinic: AED 12000 to AED 18000. Fertility Center/Convalescent Home/One-Day Surgeries,"This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Service channels MOHAP Website: www.mohap.gov.ae MOHAP Smart App Email: info@mohap.gov.ae Service locations MOHAP Website: www.mohap.gov.ae   MOHAP Smart App Email: info@mohap.gov.ae  Support Email: info@mohap.gov.ae Call Center: 80011111  Payment channels E- Payment Target audience Investors in the health","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"Adding a New Specialty to Private Health Facilities Start Service Bookmark service Service completion duration 2 working days View more Service fees Application fees: AED 100 Medical Centers: About the Service This service allows medical, diagnostic and rehabilitation facilities to add new specialties to their licenses. Service Process 1 Login to the MOHAP website or smart app using the UAE PASS to apply for the service. 2 Submit the application online and pay application fee. 3 Submit the application online and pay","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","if the facility consists of high floors. Compliance with engineering conditions and standards for licensing health facilities (regulations for healthcare facilities.) Initial approval will be valid for six (6) months only, which is the period granted to the owner to meet all the technical requirements and conditions for obtaining the MOHAP license. The initial approval does not imply the approval to practice or operate the facility; it is only granted in order to complete the procedures required to obtain the license.","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","if the facility consists of high floors. Compliance with engineering conditions and standards for licensing health facilities (regulations for healthcare facilities.) Initial approval will be valid for six (6) months only, which is the period granted to the owner to meet all the technical requirements and conditions for obtaining the MOHAP license. The initial approval does not imply the approval to practice or operate the facility; it is only granted in order to complete the procedures required to obtain the license.","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?",commercial activity with a valid license for more than 6 months. The new owner must obtain a security clearance. Service completion duration Approval of the application: 2 working days Final license for the new owner: 2 working days Service fees Application fees: AED100 Final License fees for new owner (as per the type of facility): General Clinic/Rehabilitation Center/Home Health Center: AED 5000 Specialist Clinic/Medical Diagnosis Center/Emergency Center: AED 6000 Multi-Specialty Clinic: AED 12000 to AED 18000.,"The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","approval of inspection: An application letter from the owner requesting the license of the medical facility A letter addressed 'To whomsoever it may concern' The plan of the facility Photos of the site Statement of the total number of students, including gender and school stage, and the capacity of the facility (in the case of school and nursery clinics) Initial approval of the license: The facility's plan with initial approval from MOHAP engineers License of the Department of Economic Development Application letter of","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"Request to determine or modify the Narcotic drugs quotas of a Private Health or Pharmaceutical Institution Start Service Bookmark service Service completion duration One hour View more Service fees Application Fee AED100 About the Service Application for approval to determine narcotic drugs quotas for new establishments or to modify narcotic drugs quotas for establishments already registered at MOHAP, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment.",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete Form F6 (APPROVE/ ADJUST NARCOTIC QUOTA), and attach the relevant documents. 2 Request will be endorsed. 3 The customer will pay the submission fee. 4 The MOH&P officer will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used annually should be determined. Service completion duration One",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"Copy of Chamber of Commerce membership. Copy of the commercial license of the hospital/day surgery clinic. Completed Form F6, ""Approval/determination or modification of quotas of drugs"", signed by the pharmacist/doctor in charge or, in their absence, the supervising pharmacist/doctor, and stamped by the applicant. Copy of the UAE ID of the pharmacist/doctor in charge. Copy of the UAE ID of the medical director. Fee of AED100. Previous approval in case of quota amendment. Approval of the health authority, if the license of",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete the form F6 (Approve/Adjust Narcotic Quota), and attach the relevant documents. 2 The request will be endorsed by the employee concerned. 3 The customer shall pay the submission fee. 4 The employee concerned will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete the form F6 (Approve/Adjust Narcotic Quota), and attach the relevant documents. 2 The request will be endorsed by the employee concerned. 3 The customer shall pay the submission fee. 4 The employee concerned will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Approve narcotic drugs for internal pharmacies at private hospitals Start Service Bookmark service Service completion duration One hour View more Service fees Application Fee AED100 About the Service This service allows submitting a request to obtain approval to determine narcotic drugs quotas for new establishments or to modify narcotic drugs quotas of establishments already registered at MOHAP, for use within the establishment, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Approve narcotic drugs for internal pharmacies at private hospitals Start Service Bookmark service Service completion duration One hour View more Service fees Application Fee AED100 About the Service This service allows submitting a request to obtain approval to determine narcotic drugs quotas for new establishments or to modify narcotic drugs quotas of establishments already registered at MOHAP, for use within the establishment, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Approve narcotic drugs for one day surgery centers Start Service Bookmark service Service completion duration 3 to 5 working days View more Service fees Application Fee AED100 About the Service Application for approval of narcotic drugs quotas for new establishments or to modify narcotic drugs quotas of establishments already registered at MOHAP, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request,",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete Form F6 (APPROVE/ ADJUST NARCOTIC QUOTA), and attach the relevant documents. 2 Request will be endorsed. 3 The customer will pay the submission fee. 4 The MOH&P officer will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used annually should be determined. Service completion duration One",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete Form F6 (APPROVE/ ADJUST NARCOTIC QUOTA), and attach the relevant documents. 2 Request will be endorsed. 3 The customer will pay the submission fees. 4 The MOHAP officer will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used annually should be determined. Service completion duration 3 to 5 working days Service fees Application Fee",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,Appeals may be lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration,This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,Appeals may be lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration,This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,"Appeal Against Medical Licensing Committee Decisions Start Service Bookmark service Service completion duration 30 working days View more Service fees Free About the Service This service enables the owners of medical and pharmaceutical establishments, and members of their medical and technical teams, to appeal the decisions of the Medical Licensing Committee. Service Process 1 An appeal against the decision of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and",This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,"Appeal Against Medical Licensing Committee Decisions Start Service Bookmark service Service completion duration 30 working days View more Service fees Free About the Service This service enables the owners of medical and pharmaceutical establishments, and members of their medical and technical teams, to appeal the decisions of the Medical Licensing Committee. Service Process 1 An appeal against the decision of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and",This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and Prevention. 2 The appeal will then be transferred to the Public Health Policy and Licensing Sector (Health Governance Section). 3 The relevant documents will be submitted to the Grievance Committee. 4 A letter of response to the appeal will be sent after it has been studied by the Grievance Committee. Conditions & Requirements Appeals may be lodged within 15 days from the date of receiving the decision of the Medical,This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,file in the hospital: Valid Emirates ID of both parents Family data Marriage certificate (only if the woman is delivering for the first time). Service steps Follow these steps to get the identification documents for a newborn Emirati: Inform the hospital that you wish to avail the Mabrouk Ma Yak service You will receive an SMS confirming completion of the procedure. The SMS will include a link to complete your request online Log in to the Mabrouk Ma Yak Service portal and fill in the newborn baby's name and upload his/her,"'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,file in the hospital: Valid Emirates ID of both parents Family data Marriage certificate (only if the woman is delivering for the first time). Service steps Follow these steps to get the identification documents for a newborn Emirati: Inform the hospital that you wish to avail the Mabrouk Ma Yak service You will receive an SMS confirming completion of the procedure. The SMS will include a link to complete your request online Log in to the Mabrouk Ma Yak Service portal and fill in the newborn baby's name and upload his/her,"'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"Ma Yak Service portal and fill in the newborn baby's name and upload his/her photo Apply for paternity and maternity leaves and child allowance (this is optional and applicable only to employees of the federal government) Choose either ‘home delivery’ or ‘collect from service centre’ for receiving the document pay fees online you will receive an SMS after the documents are ready. Note: if you had chosen ‘collect from service centre’, then please visit General Directorate of Residency and Foreigners’ Affairs along with the","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"Ma Yak Service portal and fill in the newborn baby's name and upload his/her photo Apply for paternity and maternity leaves and child allowance (this is optional and applicable only to employees of the federal government) Choose either ‘home delivery’ or ‘collect from service centre’ for receiving the document pay fees online you will receive an SMS after the documents are ready. Note: if you had chosen ‘collect from service centre’, then please visit General Directorate of Residency and Foreigners’ Affairs along with the","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"Registered Medical Product Directory Log out Digital ParticipationAbout MohapServices Services Services for input text Input text result Relevant result for input text Search Digital ParticipationAbout MohapServices Home About Us Projects & Initiatives Mabrouk Ma Yak Published Monday, 10 January 2022 Share What is Mabrouk Ma Yak? Mabrouk Ma Yak is an integrated eService for newborn Emiratis. Under this eService, newborn Emiratis can get: a birth certificate  his/her name added in the family data his/her passport an","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"Issue a Good Standing Certificate for a Health Professional Start Service Bookmark service Service completion duration 3 working days View more Service fees Nursing professionals, medical professionals and d... Pharmacists and assistant pharmacists: AED 300 About the Service This service allows medical staff from public and private sectors to apply for certificate of good professional conduct Service Process 1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the required",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"Issue a Good Standing Certificate for a Health Professional Start Service Bookmark service Service completion duration 3 working days View more Service fees Nursing professionals, medical professionals and d... Pharmacists and assistant pharmacists: AED 300 About the Service This service allows medical staff from public and private sectors to apply for certificate of good professional conduct Service Process 1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the required",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"A professional license corresponding to the period of work experience A certificate of good professional conduct issued at the same place where the professional license was issued A valid passport Passport and family book for citizens The applicant’s birth certificate and the mother’s family book for children of female citizens For more information, refer to the Handbook of Unified Standards for Practitioners of Health Practitioners Licensing (PQR)",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"the pharmacist or assistant pharmacist: A letter of experience from the employer, certified by the Department of Medicine in the Ministry of Health and Prevention For the manual license: specifying the purpose of the application (issue of a good professional conduct certificate) Medical staff in the government sector: The customer must have evaluation certificate or licensed by the Ministry of Health and Prevention FAQ’s How long will the certificate be valid? The certificate is valid for 6 months from the date of issue",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"the pharmacist or assistant pharmacist: A letter of experience from the employer, certified by the Department of Medicine in the Ministry of Health and Prevention For the manual license: specifying the purpose of the application (issue of a good professional conduct certificate) Medical staff in the government sector: The customer must have evaluation certificate or licensed by the Ministry of Health and Prevention FAQ’s How long will the certificate be valid? The certificate is valid for 6 months from the date of issue",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"Registration of a Medical Equipment Start Service Bookmark service Service completion duration 45 working days View more Service fees Application: 100 AED Registration of a medical device: 5,000 AED About the Service This services allows the registration of medical equipment with the purpose of importing and trading them in UAE. Service Process 1 Login to the MoHAP website or smart app using the UAE PASS 2 Submit the request through the electronic service and complete the payment to meet all conditions 3 The competent",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"a medical device? Marketing Authorization Holder companies and product manufacturing sites must be registered in MOHAP prior to the registration of their products. The applicant must be a medical warehouse or marketing office licensed by the Ministry of Health and Prevention and must hold a valid license. Service completion duration 45 working days Service fees Application: 100 AED Registration of a medical device: 5,000 AED Service channels MOHAP Website MOHAP Mobile App Service locations Mohab Website MOHAP Smart",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"and Accreditation Sector name Health Regulation Main service Medical Establishment Licencing and Registration Service Code 110-03-021-046 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services MOHAP: Cancellation of medical profession practicing license, including doctors, technicians, and nurses Service Bundle This service is not linked to any bundles Number of Transactions 50 Notes None Required Documents Copy of the facility's license issued by MOHAP A letter",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
