question,retreived chunk,context,answer,source
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Rehabilitation Centers: Additional Specialty fees: AED 5,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Diagnostic Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"each. Diagnostic Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties (4th onwards) will incur a fees of only AED 100 each. Service channels MOHAP Website: www.mohap.gov.ae MOHAP Smart App Email: info@mohap.gov.ae Service locations MOHAP Website: www.mohap.gov.ae   MOHAP Smart App Email: info@mohap.gov.ae  Support Email: info@mohap.gov.ae Call Center: 80011111  Payment channels E- Payment Target","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"AED 100 Medical Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3 specialties, plus application fees of AED 100. Subsequent additional specialties","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"for the service. 2 Submit the application online and pay application fee. 3 Submit the application online and pay application fee. 4 Application will be approved and a notice of acceptance will be issued. Conditions & Requirements The facility must have been open and commercially operating with a valid license for longer than 6 months. Service completion duration 2 working days Service fees Application fees: AED 100 Medical Centers: Additional Specialty fees: AED 6,000 each, up to a maximum payment for 3","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
What is the maximum number of specialties a diagnostic center can add before incurring only AED 100 per additional specialty?,"to 6 months. After the 6-month period, the license will be legally cancelled. FAQ’s Does the renewal fee vary depending on the type of medical facility? Yes, there is a difference according to the type of medical facility as follows: (General clinic/rehabilitation center/home healthcare center): AED 5000 Specialty clinic/diagnostic center/emergency services: AED 6000 Multi-speciality medical center (maximum 18000): AED 12000 IVF center/convalescence center/one-day surgery hospital: AED 20000 Hospital of","This service allows diagnostic centers to add new specialties, with specific fee structures depending on the number of specialties.",A diagnostic center can add up to 3 specialties before incurring AED 100 per additional specialty.,https://mohap.gov.ae/en/services/adding-a-new-specialty-to-private-health-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","nurses). 8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","will be issued. 6 Proceed with finalizing the license requirements of relevant government departments, such as Civil Defense. 7 Submit an application for final inspection. 8 Once final inspection is approved, pay the final fee and submit the remaining documents. 9 License will be issued electronically and sent via email. It can also be downloaded via the website. Conditions & Requirements License must be valid for more than 6 months. Relocation of medical facilities may only be done after obtaining the","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","(doctors, technicians, nurses). 7 Once all the requirements are met, pay the fee, apply for final approval, and attach the required documents. 8 Once approved, the license will be issued through the e-system and sent via email. It can also be downloaded from the website. Conditions & Requirements To apply for this service, the facility's license must be cancelled. Service completion duration Approval of the license application: 5 working days Verification of the facility plan: 5 to 7 working days Final","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?","facility becomes eligible for the final inspection. After final inspection by the inspection team and submission of documents, the final license is issued to the facility.","The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
"For how long is the initial approval of a medical facility’s license valid, and what does it allow the owner to do?",6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license,"The initial approval grants time for the facility to complete technical requirements, but does not authorize operation.",The initial approval is valid for 6 months and allows the owner to meet the technical requirements for obtaining a MOHAP license but does not permit the facility to practice or operate.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"drug concentration, number of hospital beds and operations performed with identification of the custodian of drugs. A copy of trade license of the hospital/one-day surgery clinic. A copy of chamber of commerce A copy of the commercial license of the hospital / day surgery clinic. Complete the Form of ""approval/determination or modification of quotas of the drugs"", it shall be signed by the pharmacist/ doctor in charge or the supervising pharmacist/doctor in case of holiday, and to be sealed by the",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,approval Form RDC-NP-F03 Signature approval for Q Infographic_Approve narcotic drugs for one day surgery centers Department name Drug Sector name Health Regulation Main service Regulation of Anesthetic drugs and chemical precursors Service Code 110-46-005-000 Service Classfication Transactional Service Type Government to Business Sub Service Type Variation Number of Transactions 27 Required Documents The quantities of drugs expected to be used annually should be determined. Copy of pharmacy's valid,This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"should be determined. Copy of pharmacy's valid license. Copy of valid license of hospital/one-day surgery clinic. Copy of valid license of pharmacist/doctor in charge. Form for the custody of narcotic drugs. Official letter from the medical director, listing the narcotic drug requirements, including their purpose, type and quantities, the pharmacist/doctor in charge of custody of the narcotics, and the activities and operations performed by the hospital/day surgery clinic. Copy of trade license of the",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,"in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete Form F6 (APPROVE/ ADJUST NARCOTIC QUOTA), and attach the relevant documents. 2 Request will be endorsed. 3 The customer will pay the submission fee. 4 The MOH&P officer will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used annually should be",This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What specific document must be signed by the supervising pharmacist or doctor when applying for approval to modify narcotic drugs quotas?,expected to be used annually should be determined. Service completion duration One hour Service fees Application Fee AED100 Service channels Service Centers Payment channels E- Payment Target audience Pharmacies within hospitals One day surgery centers Resources Form RDC-NP-F06 NARCOTIC QUOTA ADJUST Request to determine or modify the Narcotic drugs quotas of a Private Health or Pharmaceutical Institution Department name Drug Sector name Health Regulation Main service Regulation of Anesthetic drugs and,This service allows hospitals and one-day surgery clinics to modify narcotic drug quotas for internal pharmacies.,"Form F6, 'Approval/Determination or Modification of Quotas of the Drugs,' must be signed by the supervising pharmacist or doctor.",https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Approve narcotic drugs for internal pharmacies at private hospitals Start Service Bookmark service Service completion duration One hour View more Service fees Application Fee AED100 About the Service This service allows submitting a request to obtain approval to determine narcotic drugs quotas for new establishments or to modify narcotic drugs quotas of establishments already registered at MOHAP, for use within the establishment, in order to purchase narcotics from the local agent or MOHAP's central",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Approve narcotic drugs for one day surgery centers Start Service Bookmark service Service completion duration 3 to 5 working days View more Service fees Application Fee AED100 About the Service Application for approval of narcotic drugs quotas for new establishments or to modify narcotic drugs quotas of establishments already registered at MOHAP, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the establishment. Service Process 1 The customer shall submit",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"Request to determine or modify the Narcotic drugs quotas of a Private Health or Pharmaceutical Institution Start Service Bookmark service Service completion duration One hour View more Service fees Application Fee AED100 About the Service Application for approval to determine narcotic drugs quotas for new establishments or to modify narcotic drugs quotas for establishments already registered at MOHAP, in order to purchase narcotics from the local agent or MOHAP's central warehouses for use within the",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,"central warehouses for use within the establishment. Service Process 1 The customer shall submit the request, complete Form F6 (APPROVE/ ADJUST NARCOTIC QUOTA), and attach the relevant documents. 2 Request will be endorsed. 3 The customer will pay the submission fees. 4 The MOHAP officer will approve and forward the approval to the customer via email. Conditions & Requirements The quantities of drugs expected to be used annually should be determined. Service completion duration 3 to 5 working days Service",This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
How many transactions were processed for the service 'Approve Narcotic Drugs for Internal Pharmacies at Private Hospitals' according to MOHAP records?,packages Number of Users 83 Number of Transactions 468 Notes Marketing Authorization Holder companies must be registered by MOHAP before they could register their products.,This service allows hospitals and day surgery centers to apply for approval to purchase narcotic drugs.,There were 8 transactions processed for this service according to MOHAP records.,https://mohap.gov.ae/en/services/approve-narcotic-drugs-for-internal-pharmacies-at-private-hospitals
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,Committee. Conditions & Requirements Appeals may be lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration,This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,"Appeal Against Medical Licensing Committee Decisions Start Service Bookmark service Service completion duration 30 working days View more Service fees Free About the Service This service enables the owners of medical and pharmaceutical establishments, and members of their medical and technical teams, to appeal the decisions of the Medical Licensing Committee. Service Process 1 An appeal against the decision of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the",This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and Prevention. 2 The appeal will then be transferred to the Public Health Policy and Licensing Sector (Health Governance Section). 3 The relevant documents will be submitted to the Grievance Committee. 4 A letter of response to the appeal will be sent after it has been studied by the Grievance Committee. Conditions & Requirements Appeals may be lodged within 15 days from the date of receiving,This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,"Type Auxiliary Required Documents A letter of appeal addressed to the Minister of Health and Prevention, and no other agent or person. All documents related to the grievance must be submitted, namely: Letter of grievance. Decision of the Medical Licensing Committee. Subject (Medical Complaint or Inspection Report). Documents and evidence related to the subject.",This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the exact timeframe for submitting an appeal against a Medical Licensing Committee decision after receiving the decision?,"(doctors, technicians, nurses). 7 Once all the requirements are met, pay the fee, apply for final approval, and attach the required documents. 8 Once approved, the license will be issued through the e-system and sent via email. It can also be downloaded from the website. Conditions & Requirements To apply for this service, the facility's license must be cancelled. Service completion duration Approval of the license application: 5 working days Verification of the facility plan: 5 to 7 working days Final",This service allows healthcare professionals and establishments to appeal against decisions made by the Medical Licensing Committee.,An appeal must be submitted within 15 days from the date of receiving the decision.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"for the service In order to get this service, The father must apply for it within 3 months from the date of the baby's birth He must be a UAE National and his wife should be added to the family data He must have a verified account on UAE Pass The baby should have been born at one of the hospitals that provide the Mabrouk Ma Yak service (PDF, 1 MB) And, the following documents should have been submitted while opening a file in the hospital: Valid Emirates ID of both parents Family data Marriage certificate","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"Ma Yak Service portal and fill in the newborn baby's name and upload his/her photo Apply for paternity and maternity leaves and child allowance (this is optional and applicable only to employees of the federal government) Choose either ‘home delivery’ or ‘collect from service centre’ for receiving the document pay fees online you will receive an SMS after the documents are ready. Note: if you had chosen ‘collect from service centre’, then please visit General Directorate of Residency and Foreigners’","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,opening a file in the hospital: Valid Emirates ID of both parents Family data Marriage certificate (only if the woman is delivering for the first time). Service steps Follow these steps to get the identification documents for a newborn Emirati: Inform the hospital that you wish to avail the Mabrouk Ma Yak service You will receive an SMS confirming completion of the procedure. The SMS will include a link to complete your request online Log in to the Mabrouk Ma Yak Service portal and fill in the newborn,"'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,"Registered Medical Product Directory Log out Digital ParticipationAbout MohapServices Services Services for input text Input text result Relevant result for input text Search Digital ParticipationAbout MohapServices Home About Us Projects & Initiatives Mabrouk Ma Yak Published Monday, 10 January 2022 Share What is Mabrouk Ma Yak? Mabrouk Ma Yak is an integrated eService for newborn Emiratis. Under this eService, newborn Emiratis can get: a birth certificate  his/her name added in the family data his/her","'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
Which document must be presented at the General Directorate of Residency and Foreigners’ Affairs if parents choose to collect the newborn’s documents through the 'Mabrouk Ma Yak' service in person?,to complete your request online Log in to the Mabrouk Ma Yak Service portal and fill in the newborn baby's name and upload his/her photo Apply for paternity and maternity leaves,"'Mabrouk Ma Yak' provides newborn Emiratis with multiple identification documents, including options for collection and delivery.",Parents must present the original family data at the General Directorate of Residency and Foreigners’ Affairs when collecting the newborn’s documents.,https://mohap.gov.ae/en/about-us/projects-and-initiatives/mabrouk-ma-yak
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"be given to take up the exams, or an exemption from exams will be given in accordance with the terms and requirements of the exemption). 4 If you pass the exams (or in case of being exempt from the exams), the evaluation certificate will be issued and sent via email. 5 In case of failure, the exam can be retaken (maximum number of attempts is 3 for each category). Conditions & Requirements There should be no interruption of practicing the profession for more than two years. The certificate must be",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"Type Variation Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Notes Please note that if the applicant works in one of the private outsourcing companies contracting with the Emirates Health Services Corporation, he must apply for a service card to obtain a certificate of good standing and professional conduct in the government sector Required Documents Medical staff in the private sector: A copy of medical profession practice card",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"private sector: For the pharmacist or assistant pharmacist: A letter of experience from the employer, certified by the Department of Medicine in the Ministry of Health and Prevention For the manual license: specifying the purpose of the application (issue of a good professional conduct certificate) Medical staff in the government sector: The customer must have evaluation certificate or licensed by the Ministry of Health and Prevention FAQ’s How long will the certificate be valid? The certificate is valid",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the required documents as per the type of sector, and pay the required amount 3 If the conditions are met, the applicant will receive the certificate by email It can be downloaded from the website or smart app as well Conditions & Requirements Good standing certificate will not be issued to a trainee, a visitor, or to who only has an initial license Good standing certificate will not be issued to those who are",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What are the exact conditions under which a good professional conduct certificate cannot be issued to a health professional?,"Issue a Good Standing Certificate for a Health Professional Start Service Bookmark service Service completion duration 3 working days View more Service fees Nursing professionals, medical professionals and d... Pharmacists and assistant pharmacists: AED 300 About the Service This service allows medical staff from public and private sectors to apply for certificate of good professional conduct Service Process 1 Login to the MoHAP website or smart app using the UAE PASS to apply for the service 2 Submit the",This service provides good professional conduct certificates for health professionals under specific conditions.,"A good professional conduct certificate cannot be issued to a trainee, a visitor, someone with an initial license, or anyone not licensed by the Ministry of Health and Prevention.",https://mohap.gov.ae/en/services/issue-of-good-professional-conduct-certificates-for-health-professional
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"by MOHAP. If it is determined that it needs registration by MOHAP, it must be registered in MOHAP according to the class identified in the classification letter.",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"Registration of a Medical Equipment Start Service Bookmark service Service completion duration 45 working days View more Service fees Application: 100 AED Registration of a medical device: 5,000 AED About the Service This services allows the registration of medical equipment with the purpose of importing and trading them in UAE. Service Process 1 Login to the MoHAP website or smart app using the UAE PASS 2 Submit the request through the electronic service and complete the payment to meet all conditions 3",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"for obtaining a medical device? Marketing Authorization Holder companies and product manufacturing sites must be registered in MOHAP prior to the registration of their products. The applicant must be a medical warehouse or marketing office licensed by the Ministry of Health and Prevention and must hold a valid license. Service completion duration 45 working days Service fees Application: 100 AED Registration of a medical device: 5,000 AED Service channels MOHAP Website MOHAP Mobile App Service locations",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"of Health and have a valid license Service completion duration 15 working days Service fees Application: 100 AED Renewal of the registration of a medical device: 2,500 AED Service channels MOHAP Website: www.mohap.gov.ae MOHAP Smart App Service locations MOHAP Website - www.mohap.gov.ae - MOHAP Smart App Support smartservicessupport@mohap.gov.ae drugreg.inquiries@mohap.gov.ae Payment channels E- Payment Target audience Medical warehouses Local pharmaceutical manufacturers Resources Infographic - Renewal of",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"Classification of a product Start Service Bookmark service Service completion duration 10 working days View more Service fees Classification of product Fees: AED 500 About the Service This service allows the classification of products of all types and forms based on Presentation /Composition / Use and Design. Requirements may vary based on the nature of the product, risk class and regulatory status. Service Process 1 Login to the MoHAP website or smart app using the UAE PASS 2 Fill the product details 3",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,professions Registration controls - medical and healthcare intitutions outside the UAE and medical tourism Registration controls - scientific activities Registration controls diagnostic healthcare campaigns and free treatment Registration controls for healthcare education campaigns Registration controls for medical and healthcare equipment and material infographic - License for Healthcare Advertisement for a Non-Healthcare Institution - PDF 363KB Department name Licensing and Accreditation Sector name,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,Regulations IVF Center Regulation Cardiac Catheterization Unit Regulation Clinical Laboratory Regulation Dental Laboratory Regulation Diagnostic Imaging Regulation Mobile Transportable And Reloadable Regulation Water Birthing Unit Regulation School Clinic Regulation Nursery Clinic checklist - Available in Arabic Nutrition Center Regulation - Available in Arabic Standard Submission Form DWG Standard Submission Form PDF Infographic - Issue a Health Facility License - PDF 462KB.pdf Department name Licensing,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,Departments: Reserving the trade name MOHAP: Medical profession practicing license Federal Authority for Nuclear Regulation: Issuance of a radiation protection,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,certificate (in case the product is a biological derivative and vaccine - issued by the Ministry of Health and Community Protection according to the batch number)? Apply through the link below: https://smartforms.moh.gov.ae/DEI How can I issue an import permit from the Federal Authority for Nuclear Regulation (mandatory for radioactive products and materials)? Through the website link below: https://www.fanr.gov.ae/ar/Pages/default.aspx How can I inquire about how to obtain marketing approval for the,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,The healthcare facility must hold a valid license. Service completion duration 3 working days Service fees Register Fee AED300 Service channels MOHAP Website Service locations,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,"available, the concerned department will be contacted to reply to the inquiry, and the customer then get the feedback within 2 working days 4 If the inquiry is received through other channels (website, e-mail or social media), the customer will receive the feedback within 2 working days Conditions & Requirements Inquiries should be related to MOHAP's scope of work. In cases of inquiries outside of MOHAP's scope , the customer will be redirected to the entity concerned MOHAP is committed to maintaining the",This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,"response if available. Social Media Channels: immediate, providing the response if available. Email: within 1 working days. MOHAP Call Center: immediate, providing the response if",This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
